i_type, w_type, o_type, H, W, C, FH, FW, K, SH, SW, has_bias, time(us), GPOS/s
NPU_INT8,NPU_INT8,NPU_INT32,6,4,16,1,1,64,1,1,0,46,1.068522
NPU_INT8,NPU_INT8,NPU_INT32,6,6,32,1,1,16,1,1,0,37,0.996324
NPU_INT8,NPU_INT8,NPU_INT32,8,6,64,1,1,8,1,1,0,38,1.293474
NPU_INT8,NPU_INT8,NPU_INT32,8,8,128,1,1,8,1,1,0,48,2.730667
NPU_INT8,NPU_INT8,NPU_INT32,16,14,8,1,1,16,1,1,0,51,1.124392
NPU_INT8,NPU_INT8,NPU_INT32,26,24,8,1,1,32,1,1,0,184,1.736348
NPU_INT8,NPU_INT8,NPU_INT32,28,28,16,1,1,64,1,1,0,409,3.925751
NPU_INT8,NPU_INT8,NPU_INT32,32,34,16,1,1,8,1,1,0,238,1.170286
NPU_INT8,NPU_INT8,NPU_INT32,32,38,32,1,1,8,1,1,0,295,2.110482
NPU_INT8,NPU_INT8,NPU_INT32,36,42,32,1,1,16,1,1,0,378,4.096
NPU_INT8,NPU_INT8,NPU_INT32,42,44,32,1,1,32,1,1,0,509,7.435568
NPU_INT8,NPU_INT8,NPU_INT32,48,46,64,1,1,32,1,1,0,1031,8.772036
NPU_INT8,NPU_INT8,NPU_INT32,54,54,128,1,1,16,1,1,0,1547,7.720708
NPU_INT8,NPU_INT8,NPU_INT32,4,4,16,3,3,32,1,1,0,43,0.857302
NPU_INT8,NPU_INT8,NPU_INT32,6,4,16,3,3,64,1,1,0,55,2.681018
NPU_INT8,NPU_INT8,NPU_INT32,6,6,32,3,3,16,1,1,0,45,3.2768
NPU_INT8,NPU_INT8,NPU_INT32,8,6,64,3,3,8,1,1,0,50,4.42368
NPU_INT8,NPU_INT8,NPU_INT32,8,8,128,3,3,8,1,1,0,78,8.507077
NPU_INT8,NPU_INT8,NPU_INT32,16,14,8,3,3,16,1,1,0,63,6.144
NPU_INT8,NPU_INT8,NPU_INT32,24,26,8,3,3,32,1,1,0,191,12.738346
NPU_INT8,NPU_INT8,NPU_INT32,28,28,16,3,3,64,1,1,0,768,16.223999
NPU_INT8,NPU_INT8,NPU_INT32,32,34,16,3,3,8,1,1,0,160,13.823999
NPU_INT8,NPU_INT8,NPU_INT32,32,38,32,3,3,8,1,1,0,287,17.340208
NPU_INT8,NPU_INT8,NPU_INT32,36,42,32,3,3,16,1,1,0,603,20.785671
NPU_INT8,NPU_INT8,NPU_INT32,42,44,32,3,3,32,1,1,0,1388,22.309628
NPU_INT8,NPU_INT8,NPU_INT32,48,46,64,3,3,32,1,1,0,3146,23.716698
NPU_INT8,NPU_INT8,NPU_INT32,54,54,128,3,3,16,1,1,0,4194,23.767345
NPU_INT8,NPU_INT8,NPU_INT32,2,2,8,1,1,8,2,2,0,36,0.003556
NPU_INT8,NPU_INT8,NPU_INT32,4,2,8,1,1,16,2,2,0,35,0.014629
NPU_INT8,NPU_INT8,NPU_INT32,4,4,16,1,1,32,2,2,0,39,0.105026
NPU_INT8,NPU_INT8,NPU_INT32,6,4,16,1,1,64,2,2,0,44,0.279273
NPU_INT8,NPU_INT8,NPU_INT32,6,6,32,1,1,16,2,2,0,43,0.214326
NPU_INT8,NPU_INT8,NPU_INT32,8,6,64,1,1,8,2,2,0,48,0.256
NPU_INT8,NPU_INT8,NPU_INT32,8,8,128,1,1,8,2,2,0,64,0.512
NPU_INT8,NPU_INT8,NPU_INT32,16,14,8,1,1,16,2,2,0,41,0.349659
NPU_INT8,NPU_INT8,NPU_INT32,24,26,8,1,1,32,2,2,0,67,1.192119
NPU_INT8,NPU_INT8,NPU_INT32,28,28,16,1,1,64,2,2,0,134,2.995582
NPU_INT8,NPU_INT8,NPU_INT32,32,34,16,1,1,8,2,2,0,102,0.682667
NPU_INT8,NPU_INT8,NPU_INT32,32,38,32,1,1,8,2,2,0,137,1.136117
NPU_INT8,NPU_INT8,NPU_INT32,36,42,32,1,1,16,2,2,0,168,2.304
NPU_INT8,NPU_INT8,NPU_INT32,42,44,32,1,1,32,2,2,0,296,3.196541
NPU_INT8,NPU_INT8,NPU_INT32,48,46,64,1,1,32,2,2,0,420,5.383315
NPU_INT8,NPU_INT8,NPU_INT32,54,54,128,1,1,16,2,2,0,959,3.113643
NPU_INT8,NPU_INT8,NPU_INT32,4,4,16,3,3,32,2,2,0,44,0.209455
NPU_INT8,NPU_INT8,NPU_INT32,6,4,16,3,3,64,2,2,0,52,0.708923
NPU_INT8,NPU_INT8,NPU_INT32,6,6,32,3,3,16,2,2,0,48,0.768
NPU_INT8,NPU_INT8,NPU_INT32,8,6,64,3,3,8,2,2,0,54,1.024
NPU_INT8,NPU_INT8,NPU_INT32,8,8,128,3,3,8,2,2,0,80,2.0736
NPU_INT8,NPU_INT8,NPU_INT32,16,14,8,3,3,16,2,2,0,44,2.199273
NPU_INT8,NPU_INT8,NPU_INT32,24,26,8,3,3,32,2,2,0,86,7.072744
NPU_INT8,NPU_INT8,NPU_INT32,28,28,16,3,3,64,2,2,0,206,15.121397
NPU_INT8,NPU_INT8,NPU_INT32,32,34,16,3,3,8,2,2,0,86,6.429767
NPU_INT8,NPU_INT8,NPU_INT32,32,38,32,3,3,8,2,2,0,136,9.148234
NPU_INT8,NPU_INT8,NPU_INT32,36,42,32,3,3,16,2,2,0,215,14.574139
NPU_INT8,NPU_INT8,NPU_INT32,42,44,32,3,3,32,2,2,0,433,17.878614
NPU_INT8,NPU_INT8,NPU_INT32,48,46,64,3,3,32,2,2,0,917,20.34153
NPU_INT8,NPU_INT8,NPU_INT32,54,54,128,3,3,16,2,2,0,1534,16.245152
NPU_INT8,NPU_INT8,NPU_INT32,112,112,8,1,1,8,2,2,0,444,0.904072
NPU_INT8,NPU_INT8,NPU_INT32,2,2,8,1,1,8,1,1,1,43,0.011907
NPU_INT8,NPU_INT8,NPU_INT32,4,2,8,1,1,16,1,1,1,45,0.045511
NPU_INT8,NPU_INT8,NPU_INT32,4,4,16,1,1,32,1,1,1,61,0.26859
NPU_INT8,NPU_INT8,NPU_INT32,6,4,16,1,1,64,1,1,1,106,0.463698
NPU_INT8,NPU_INT8,NPU_INT32,6,6,32,1,1,16,1,1,1,63,0.585143
NPU_INT8,NPU_INT8,NPU_INT32,8,6,64,1,1,8,1,1,1,57,0.862316
NPU_INT8,NPU_INT8,NPU_INT32,8,8,128,1,1,8,1,1,1,71,1.846084
NPU_INT8,NPU_INT8,NPU_INT32,16,14,8,1,1,16,1,1,1,177,0.323977
NPU_INT8,NPU_INT8,NPU_INT32,26,24,8,1,1,32,1,1,1,865,0.36935
NPU_INT8,NPU_INT8,NPU_INT32,28,28,16,1,1,64,1,1,1,2111,0.760603
NPU_INT8,NPU_INT8,NPU_INT32,32,34,16,1,1,8,1,1,1,560,0.497371
NPU_INT8,NPU_INT8,NPU_INT32,32,38,32,1,1,8,1,1,1,655,0.950522
NPU_INT8,NPU_INT8,NPU_INT32,36,42,32,1,1,16,1,1,1,1218,1.271173
NPU_INT8,NPU_INT8,NPU_INT32,42,44,32,1,1,32,1,1,1,2509,1.508451
NPU_INT8,NPU_INT8,NPU_INT32,48,46,64,1,1,32,1,1,1,3466,2.609339
NPU_INT8,NPU_INT8,NPU_INT32,54,54,128,1,1,16,1,1,1,3193,3.740663
NPU_INT8,NPU_INT8,NPU_INT32,4,4,16,3,3,32,1,1,1,55,0.670254
NPU_INT8,NPU_INT8,NPU_INT32,6,4,16,3,3,64,1,1,1,81,1.820444
NPU_INT8,NPU_INT8,NPU_INT32,6,6,32,3,3,16,1,1,1,60,2.4576
NPU_INT8,NPU_INT8,NPU_INT32,8,6,64,3,3,8,1,1,1,62,3.567484
NPU_INT8,NPU_INT8,NPU_INT32,8,8,128,3,3,8,1,1,1,94,7.059064
NPU_INT8,NPU_INT8,NPU_INT32,16,14,8,3,3,16,1,1,1,158,2.449823
NPU_INT8,NPU_INT8,NPU_INT32,24,26,8,3,3,32,1,1,1,770,3.159771
NPU_INT8,NPU_INT8,NPU_INT32,28,28,16,3,3,64,1,1,1,2096,5.944672
NPU_INT8,NPU_INT8,NPU_INT32,32,34,16,3,3,8,1,1,1,418,5.291483
NPU_INT8,NPU_INT8,NPU_INT32,32,38,32,3,3,8,1,1,1,587,8.478091
NPU_INT8,NPU_INT8,NPU_INT32,36,42,32,3,3,16,1,1,1,1138,11.013848
NPU_INT8,NPU_INT8,NPU_INT32,42,44,32,3,3,32,1,1,1,2586,11.974386
NPU_INT8,NPU_INT8,NPU_INT32,48,46,64,3,3,32,1,1,1,3500,21.317924
NPU_INT8,NPU_INT8,NPU_INT32,54,54,128,3,3,16,1,1,1,4248,23.465219
NPU_INT8,NPU_INT8,NPU_INT32,2,2,8,1,1,8,2,2,1,43,0.002977
NPU_INT8,NPU_INT8,NPU_INT32,4,2,8,1,1,16,2,2,1,44,0.011636
NPU_INT8,NPU_INT8,NPU_INT32,4,4,16,1,1,32,2,2,1,52,0.078769
NPU_INT8,NPU_INT8,NPU_INT32,6,4,16,1,1,64,2,2,1,65,0.189046
NPU_INT8,NPU_INT8,NPU_INT32,6,6,32,1,1,16,2,2,1,53,0.173887
NPU_INT8,NPU_INT8,NPU_INT32,8,6,64,1,1,8,2,2,1,58,0.211862
NPU_INT8,NPU_INT8,NPU_INT32,8,8,128,1,1,8,2,2,1,75,0.436907
NPU_INT8,NPU_INT8,NPU_INT32,16,14,8,1,1,16,2,2,1,77,0.186182
NPU_INT8,NPU_INT8,NPU_INT32,24,26,8,1,1,32,2,2,1,240,0.3328
NPU_INT8,NPU_INT8,NPU_INT32,28,28,16,1,1,64,2,2,1,562,0.714249
NPU_INT8,NPU_INT8,NPU_INT32,32,34,16,1,1,8,2,2,1,188,0.370383
NPU_INT8,NPU_INT8,NPU_INT32,32,38,32,1,1,8,2,2,1,231,0.673801
NPU_INT8,NPU_INT8,NPU_INT32,36,42,32,1,1,16,2,2,1,383,1.010632
NPU_INT8,NPU_INT8,NPU_INT32,42,44,32,1,1,32,2,2,1,804,1.176836
NPU_INT8,NPU_INT8,NPU_INT32,48,46,64,1,1,32,2,2,1,1038,2.17822
NPU_INT8,NPU_INT8,NPU_INT32,54,54,128,1,1,16,2,2,1,1407,2.122234
NPU_INT8,NPU_INT8,NPU_INT32,4,4,16,3,3,32,2,2,1,53,0.173887
NPU_INT8,NPU_INT8,NPU_INT32,6,4,16,3,3,64,2,2,1,66,0.558545
NPU_INT8,NPU_INT8,NPU_INT32,6,6,32,3,3,16,2,2,1,55,0.670254
NPU_INT8,NPU_INT8,NPU_INT32,8,6,64,3,3,8,2,2,1,62,0.891871
NPU_INT8,NPU_INT8,NPU_INT32,8,8,128,3,3,8,2,2,1,89,1.86391
NPU_INT8,NPU_INT8,NPU_INT32,16,14,8,3,3,16,2,2,1,73,1.325589
NPU_INT8,NPU_INT8,NPU_INT32,24,26,8,3,3,32,2,2,1,235,2.588323
NPU_INT8,NPU_INT8,NPU_INT32,28,28,16,3,3,64,2,2,1,577,5.398627
NPU_INT8,NPU_INT8,NPU_INT32,32,34,16,3,3,8,2,2,1,157,3.522038
NPU_INT8,NPU_INT8,NPU_INT32,32,38,32,3,3,8,2,2,1,203,6.128866
NPU_INT8,NPU_INT8,NPU_INT32,36,42,32,3,3,16,2,2,1,360,8.704
NPU_INT8,NPU_INT8,NPU_INT32,42,44,32,3,3,32,2,2,1,845,9.161468
NPU_INT8,NPU_INT8,NPU_INT32,48,46,64,3,3,32,2,2,1,1316,14.174152
NPU_INT8,NPU_INT8,NPU_INT32,54,54,128,3,3,16,2,2,1,1954,12.753359
NPU_INT8,NPU_INT8,NPU_INT32,112,112,8,1,1,8,2,2,1,1333,0.301131
NPU_INT8,NPU_INT8,NPU_INT8,2,2,8,1,1,8,1,1,0,35,0.014629
NPU_INT8,NPU_INT8,NPU_INT8,4,2,8,1,1,16,1,1,0,34,0.060235
NPU_INT8,NPU_INT8,NPU_INT8,4,4,16,1,1,32,1,1,0,35,0.468114
NPU_INT8,NPU_INT8,NPU_INT8,6,4,16,1,1,64,1,1,0,40,1.2288
NPU_INT8,NPU_INT8,NPU_INT8,6,6,32,1,1,16,1,1,0,34,1.084235
NPU_INT8,NPU_INT8,NPU_INT8,8,6,64,1,1,8,1,1,0,37,1.328432
NPU_INT8,NPU_INT8,NPU_INT8,8,8,128,1,1,8,1,1,0,46,2.849391
NPU_INT8,NPU_INT8,NPU_INT8,16,14,8,1,1,16,1,1,0,39,1.470359
NPU_INT8,NPU_INT8,NPU_INT8,26,24,8,1,1,32,1,1,0,124,2.576516
NPU_INT8,NPU_INT8,NPU_INT8,28,28,16,1,1,64,1,1,0,196,8.192
NPU_INT8,NPU_INT8,NPU_INT8,32,34,16,1,1,8,1,1,0,207,1.345546
NPU_INT8,NPU_INT8,NPU_INT8,32,38,32,1,1,8,1,1,0,265,2.349404
NPU_INT8,NPU_INT8,NPU_INT8,36,42,32,1,1,16,1,1,0,306,5.059765
NPU_INT8,NPU_INT8,NPU_INT8,42,44,32,1,1,32,1,1,0,343,11.034122
NPU_INT8,NPU_INT8,NPU_INT8,48,46,64,1,1,32,1,1,0,822,11.002396
NPU_INT8,NPU_INT8,NPU_INT8,54,54,128,1,1,16,1,1,0,1413,8.452891
NPU_INT8,NPU_INT8,NPU_INT8,4,4,16,3,3,32,1,1,0,42,0.877714
NPU_INT8,NPU_INT8,NPU_INT8,6,4,16,3,3,64,1,1,0,53,2.782188
NPU_INT8,NPU_INT8,NPU_INT8,6,6,32,3,3,16,1,1,0,45,3.2768
NPU_INT8,NPU_INT8,NPU_INT8,8,6,64,3,3,8,1,1,0,48,4.608
NPU_INT8,NPU_INT8,NPU_INT8,8,8,128,3,3,8,1,1,0,76,8.730947
NPU_INT8,NPU_INT8,NPU_INT8,16,14,8,3,3,16,1,1,0,52,7.443693
NPU_INT8,NPU_INT8,NPU_INT8,24,26,8,3,3,32,1,1,0,157,15.496967
NPU_INT8,NPU_INT8,NPU_INT8,28,28,16,3,3,64,1,1,0,580,21.482813
NPU_INT8,NPU_INT8,NPU_INT8,32,34,16,3,3,8,1,1,0,143,15.467411
NPU_INT8,NPU_INT8,NPU_INT8,32,38,32,3,3,8,1,1,0,276,18.031303
NPU_INT8,NPU_INT8,NPU_INT8,36,42,32,3,3,16,1,1,0,580,21.60993
NPU_INT8,NPU_INT8,NPU_INT8,42,44,32,3,3,32,1,1,0,1331,23.265036
NPU_INT8,NPU_INT8,NPU_INT8,48,46,64,3,3,32,1,1,0,3074,24.272198
NPU_INT8,NPU_INT8,NPU_INT8,54,54,128,3,3,16,1,1,0,4118,24.205986
NPU_INT8,NPU_INT8,NPU_INT8,2,2,8,1,1,8,2,2,0,36,0.003556
NPU_INT8,NPU_INT8,NPU_INT8,4,2,8,1,1,16,2,2,0,34,0.015059
NPU_INT8,NPU_INT8,NPU_INT8,4,4,16,1,1,32,2,2,0,38,0.107789
NPU_INT8,NPU_INT8,NPU_INT8,6,4,16,1,1,64,2,2,0,42,0.292571
NPU_INT8,NPU_INT8,NPU_INT8,6,6,32,1,1,16,2,2,0,41,0.22478
NPU_INT8,NPU_INT8,NPU_INT8,8,6,64,1,1,8,2,2,0,47,0.261447
NPU_INT8,NPU_INT8,NPU_INT8,8,8,128,1,1,8,2,2,0,63,0.520127
NPU_INT8,NPU_INT8,NPU_INT8,16,14,8,1,1,16,2,2,0,38,0.377263
NPU_INT8,NPU_INT8,NPU_INT8,24,26,8,1,1,32,2,2,0,49,1.630041
NPU_INT8,NPU_INT8,NPU_INT8,28,28,16,1,1,64,2,2,0,82,4.89522
NPU_INT8,NPU_INT8,NPU_INT8,32,34,16,1,1,8,2,2,0,94,0.740766
NPU_INT8,NPU_INT8,NPU_INT8,32,38,32,1,1,8,2,2,0,127,1.225575
NPU_INT8,NPU_INT8,NPU_INT8,36,42,32,1,1,16,2,2,0,150,2.58048
NPU_INT8,NPU_INT8,NPU_INT8,42,44,32,1,1,32,2,2,0,161,5.87687
NPU_INT8,NPU_INT8,NPU_INT8,48,46,64,1,1,32,2,2,0,371,6.094318
NPU_INT8,NPU_INT8,NPU_INT8,54,54,128,1,1,16,2,2,0,928,3.217655
NPU_INT8,NPU_INT8,NPU_INT8,4,4,16,3,3,32,2,2,0,43,0.214326
NPU_INT8,NPU_INT8,NPU_INT8,6,4,16,3,3,64,2,2,0,52,0.708923
NPU_INT8,NPU_INT8,NPU_INT8,6,6,32,3,3,16,2,2,0,47,0.78434
NPU_INT8,NPU_INT8,NPU_INT8,8,6,64,3,3,8,2,2,0,53,1.043321
NPU_INT8,NPU_INT8,NPU_INT8,8,8,128,3,3,8,2,2,0,78,2.126769
NPU_INT8,NPU_INT8,NPU_INT8,16,14,8,3,3,16,2,2,0,41,2.360195
NPU_INT8,NPU_INT8,NPU_INT8,24,26,8,3,3,32,2,2,0,71,8.566986
NPU_INT8,NPU_INT8,NPU_INT8,28,28,16,3,3,64,2,2,0,197,15.812222
NPU_INT8,NPU_INT8,NPU_INT8,32,34,16,3,3,8,2,2,0,79,6.999494
NPU_INT8,NPU_INT8,NPU_INT8,32,38,32,3,3,8,2,2,0,133,9.354586
NPU_INT8,NPU_INT8,NPU_INT8,36,42,32,3,3,16,2,2,0,205,15.285072
NPU_INT8,NPU_INT8,NPU_INT8,42,44,32,3,3,32,2,2,0,404,19.161982
NPU_INT8,NPU_INT8,NPU_INT8,48,46,64,3,3,32,2,2,0,965,19.329723
NPU_INT8,NPU_INT8,NPU_INT8,54,54,128,3,3,16,2,2,0,1508,16.52524
NPU_INT8,NPU_INT8,NPU_INT8,112,112,8,1,1,8,2,2,0,370,1.084887
NPU_INT8,NPU_INT8,NPU_INT8,4,4,16,3,3,1,1,1,0,32,0.036
NPU_INT8,NPU_INT8,NPU_INT8,6,4,16,3,3,1,1,1,0,29,0.079448
NPU_INT8,NPU_INT8,NPU_INT8,6,6,32,3,3,1,1,1,0,29,0.317793
NPU_INT8,NPU_INT8,NPU_INT8,8,8,32,3,3,1,1,1,0,32,0.648
NPU_INT8,NPU_INT8,NPU_INT8,16,14,8,3,3,1,1,1,0,31,0.780387
NPU_INT8,NPU_INT8,NPU_INT8,24,26,8,3,3,1,1,1,0,87,0.873931
NPU_INT8,NPU_INT8,NPU_INT8,28,28,16,3,3,1,1,1,0,114,1.707789
NPU_INT8,NPU_INT8,NPU_INT8,32,34,16,3,3,1,1,1,0,125,2.21184
NPU_INT8,NPU_INT8,NPU_INT8,32,38,32,3,3,1,1,1,0,293,2.12314
NPU_INT8,NPU_INT8,NPU_INT8,36,42,32,3,3,1,1,1,0,313,2.502748
NPU_INT8,NPU_INT8,NPU_INT8,42,44,32,3,3,1,1,1,0,392,2.468572
NPU_INT8,NPU_INT8,NPU_INT8,4,4,16,3,3,1,2,2,0,33,0.008727
NPU_INT8,NPU_INT8,NPU_INT8,6,4,16,3,3,1,2,2,0,32,0.018
NPU_INT8,NPU_INT8,NPU_INT8,6,6,32,3,3,1,2,2,0,35,0.065829
NPU_INT8,NPU_INT8,NPU_INT8,8,8,32,3,3,1,2,2,0,37,0.140108
NPU_INT8,NPU_INT8,NPU_INT8,16,14,8,3,3,1,2,2,0,33,0.183273
NPU_INT8,NPU_INT8,NPU_INT8,24,26,8,3,3,1,2,2,0,37,0.51373
NPU_INT8,NPU_INT8,NPU_INT8,28,28,16,3,3,1,2,2,0,50,0.97344
NPU_INT8,NPU_INT8,NPU_INT8,32,34,16,3,3,1,2,2,0,57,1.212631
NPU_INT8,NPU_INT8,NPU_INT8,32,38,32,3,3,1,2,2,0,121,1.285289
NPU_INT8,NPU_INT8,NPU_INT8,36,42,32,3,3,1,2,2,0,133,1.472481
NPU_INT8,NPU_INT8,NPU_INT8,42,44,32,3,3,1,2,2,0,178,1.359101
NPU_INT8,NPU_INT8,NPU_INT32,4,4,16,3,3,1,1,1,0,32,0.036
NPU_INT8,NPU_INT8,NPU_INT32,6,4,16,3,3,1,1,1,0,29,0.079448
NPU_INT8,NPU_INT8,NPU_INT32,6,6,32,3,3,1,1,1,0,33,0.279273
NPU_INT8,NPU_INT8,NPU_INT32,8,8,32,3,3,1,1,1,0,34,0.609882
NPU_INT8,NPU_INT8,NPU_INT32,16,14,8,3,3,1,1,1,0,36,0.672
NPU_INT8,NPU_INT8,NPU_INT32,24,26,8,3,3,1,1,1,0,101,0.752792
NPU_INT8,NPU_INT8,NPU_INT32,28,28,16,3,3,1,1,1,0,147,1.324408
NPU_INT8,NPU_INT8,NPU_INT32,32,34,16,3,3,1,1,1,0,171,1.616842
NPU_INT8,NPU_INT8,NPU_INT32,32,38,32,3,3,1,1,1,0,396,1.570909
NPU_INT8,NPU_INT8,NPU_INT32,36,42,32,3,3,1,1,1,0,440,1.780364
NPU_INT8,NPU_INT8,NPU_INT32,42,44,32,3,3,1,1,1,0,548,1.765839
NPU_INT8,NPU_INT8,NPU_INT32,4,4,16,3,3,1,2,2,0,34,0.008471
NPU_INT8,NPU_INT8,NPU_INT32,6,4,16,3,3,1,2,2,0,33,0.017455
NPU_INT8,NPU_INT8,NPU_INT32,6,6,32,3,3,1,2,2,0,37,0.06227
NPU_INT8,NPU_INT8,NPU_INT32,8,8,32,3,3,1,2,2,0,39,0.132923
NPU_INT8,NPU_INT8,NPU_INT32,16,14,8,3,3,1,2,2,0,33,0.183273
