i_type, w_type, o_type, M, K, N, has_bias, time(us), GPOS/s
NPU_INT8, NPU_INT8, NPU_INT32,4,312,312,1,507,1.536
NPU_INT8, NPU_INT8, NPU_INT32,4,368,368,1,800,1.35424
NPU_INT8, NPU_INT8, NPU_INT32,4,368,472,1,885,1.570133
NPU_INT8, NPU_INT8, NPU_INT32,4,472,472,1,1184,1.505297
NPU_INT8, NPU_INT8, NPU_INT32,4,472,504,1,1291,1.474132
NPU_INT8, NPU_INT8, NPU_INT32,4,512,504,1,1254,1.646239
NPU_INT8, NPU_INT8, NPU_INT32,4,512,512,1,1273,1.647409
NPU_INT8, NPU_INT8, NPU_INT32,8,8,8,1,77,0.013299
NPU_INT8, NPU_INT8, NPU_INT32,8,8,16,1,83,0.024675
NPU_INT8, NPU_INT8, NPU_INT32,8,16,16,1,84,0.048762
NPU_INT8, NPU_INT8, NPU_INT32,8,16,32,1,97,0.084454
NPU_INT8, NPU_INT8, NPU_INT32,8,24,32,1,98,0.125388
NPU_INT8, NPU_INT8, NPU_INT32,8,24,56,1,117,0.183795
NPU_INT8, NPU_INT8, NPU_INT32,8,32,56,1,121,0.236959
NPU_INT8, NPU_INT8, NPU_INT32,8,32,64,1,128,0.256
NPU_INT8, NPU_INT8, NPU_INT32,8,56,64,1,141,0.406695
NPU_INT8, NPU_INT8, NPU_INT32,8,56,72,1,146,0.441863
NPU_INT8, NPU_INT8, NPU_INT32,8,64,72,1,151,0.488265
NPU_INT8, NPU_INT8, NPU_INT32,8,64,80,1,160,0.512
NPU_INT8, NPU_INT8, NPU_INT32,8,72,80,1,163,0.565399
NPU_INT8, NPU_INT8, NPU_INT32,8,72,128,1,217,0.679521
NPU_INT8, NPU_INT8, NPU_INT32,8,128,128,1,262,1.00055
NPU_INT8, NPU_INT8, NPU_INT32,8,128,152,1,300,1.037653
NPU_INT8, NPU_INT8, NPU_INT32,8,256,152,1,426,1.461484
NPU_INT8, NPU_INT8, NPU_INT32,8,256,256,1,535,1.959955
NPU_INT8, NPU_INT8, NPU_INT32,8,312,256,1,581,2.199573
NPU_INT8, NPU_INT8, NPU_INT32,8,312,312,1,677,2.300597
NPU_INT8, NPU_INT8, NPU_INT32,8,368,368,1,1025,2.113936
NPU_INT8, NPU_INT8, NPU_INT32,8,368,472,1,1175,2.365222
NPU_INT8, NPU_INT8, NPU_INT32,8,472,472,1,1505,2.368468
NPU_INT8, NPU_INT8, NPU_INT32,8,472,504,1,1626,2.340841
NPU_INT8, NPU_INT8, NPU_INT32,8,512,504,1,1638,2.520616
NPU_INT8, NPU_INT8, NPU_INT32,8,512,512,1,1660,2.526689
NPU_INT8, NPU_INT8, NPU_INT32,16,8,8,1,139,0.014734
NPU_INT8, NPU_INT8, NPU_INT32,16,8,16,1,149,0.02749
NPU_INT8, NPU_INT8, NPU_INT32,16,16,16,1,149,0.05498
NPU_INT8, NPU_INT8, NPU_INT32,16,16,32,1,172,0.095256
NPU_INT8, NPU_INT8, NPU_INT32,16,24,32,1,174,0.141241
NPU_INT8, NPU_INT8, NPU_INT32,16,24,56,1,209,0.20578
NPU_INT8, NPU_INT8, NPU_INT32,16,32,56,1,214,0.267963
NPU_INT8, NPU_INT8, NPU_INT32,16,32,64,1,222,0.295207
NPU_INT8, NPU_INT8, NPU_INT32,16,56,64,1,238,0.481882
NPU_INT8, NPU_INT8, NPU_INT32,16,56,72,1,247,0.522364
NPU_INT8, NPU_INT8, NPU_INT32,16,64,72,1,255,0.578259
NPU_INT8, NPU_INT8, NPU_INT32,16,64,80,1,268,0.611343
NPU_INT8, NPU_INT8, NPU_INT32,16,72,80,1,271,0.680148
NPU_INT8, NPU_INT8, NPU_INT32,16,72,128,1,357,0.826084
NPU_INT8, NPU_INT8, NPU_INT32,16,128,128,1,401,1.307451
NPU_INT8, NPU_INT8, NPU_INT32,16,128,152,1,455,1.368334
NPU_INT8, NPU_INT8, NPU_INT32,16,256,152,1,587,2.121268
NPU_INT8, NPU_INT8, NPU_INT32,16,256,256,1,843,2.487725
NPU_INT8, NPU_INT8, NPU_INT32,16,312,256,1,892,2.865363
NPU_INT8, NPU_INT8, NPU_INT32,16,312,312,1,1023,3.044973
NPU_INT8, NPU_INT8, NPU_INT32,16,368,368,1,1470,2.948006
NPU_INT8, NPU_INT8, NPU_INT32,16,368,472,1,1773,3.134953
NPU_INT8, NPU_INT8, NPU_INT32,16,472,472,1,2169,3.286809
NPU_INT8, NPU_INT8, NPU_INT32,16,472,504,1,2310,3.295418
NPU_INT8, NPU_INT8, NPU_INT32,16,512,504,1,2406,3.43206
NPU_INT8, NPU_INT8, NPU_INT32,16,512,512,1,2436,3.443599
NPU_INT8, NPU_INT8, NPU_INT32,72,8,8,1,554,0.016635
NPU_INT8, NPU_INT8, NPU_INT32,72,8,16,1,604,0.030517
NPU_INT8, NPU_INT8, NPU_INT32,72,16,16,1,601,0.061338
NPU_INT8, NPU_INT8, NPU_INT32,72,16,32,1,696,0.105931
NPU_INT8, NPU_INT8, NPU_INT32,72,24,32,1,702,0.157538
NPU_INT8, NPU_INT8, NPU_INT32,72,24,56,1,843,0.22958
NPU_INT8, NPU_INT8, NPU_INT32,72,32,56,1,849,0.303943
NPU_INT8, NPU_INT8, NPU_INT32,72,32,64,1,898,0.32841
NPU_INT8, NPU_INT8, NPU_INT32,72,56,64,1,915,0.564039
NPU_INT8, NPU_INT8, NPU_INT32,72,56,72,1,967,0.600422
NPU_INT8, NPU_INT8, NPU_INT32,72,64,72,1,970,0.684074
NPU_INT8, NPU_INT8, NPU_INT32,72,64,80,1,1026,0.718597
NPU_INT8, NPU_INT8, NPU_INT32,72,72,80,1,1033,0.802943
NPU_INT8, NPU_INT8, NPU_INT32,72,72,128,1,1344,0.987429
NPU_INT8, NPU_INT8, NPU_INT32,72,128,128,1,1394,1.692465
NPU_INT8, NPU_INT8, NPU_INT32,72,128,152,1,1568,1.786776
NPU_INT8, NPU_INT8, NPU_INT32,72,256,152,1,1716,3.265343
NPU_INT8, NPU_INT8, NPU_INT32,72,256,256,1,2960,3.188238
NPU_INT8, NPU_INT8, NPU_INT32,72,312,256,1,3023,3.804687
NPU_INT8, NPU_INT8, NPU_INT32,72,312,312,1,3427,4.090322
NPU_INT8, NPU_INT8, NPU_INT32,72,368,368,1,4584,4.254157
NPU_INT8, NPU_INT8, NPU_INT32,72,368,472,1,5894,4.243675
NPU_INT8, NPU_INT8, NPU_INT32,72,472,472,1,6815,4.707395
NPU_INT8, NPU_INT8, NPU_INT32,72,472,504,1,7100,4.824771
NPU_INT8, NPU_INT8, NPU_INT32,72,512,504,1,7775,4.779282
NPU_INT8, NPU_INT8, NPU_INT32,72,512,512,1,7848,4.809981
NPU_INT8, NPU_INT8, NPU_INT32,7,136,80,1,187,0.814546
NPU_INT8, NPU_INT8, NPU_INT32,7,240,80,1,243,1.106173
NPU_INT8, NPU_INT8, NPU_INT32,7,80,80,1,154,0.581818
NPU_INT8, NPU_INT8, NPU_INT32,7,80,2120,1,2089,1.13662
NPU_INT8, NPU_INT8, NPU_INT32,74,136,80,1,1109,1.451975
NPU_INT8, NPU_INT8, NPU_INT32,74,240,80,1,1180,2.408136
NPU_INT8, NPU_INT8, NPU_INT32,74,80,80,1,1061,0.892743
NPU_INT8, NPU_INT8, NPU_INT32,74,80,2120,1,16069,1.562064
