i_type, w_type, o_type, H, W, C, FH, FW, K, SH, SW, has_bias, time(us), GPOS/s
NPU_INT8,NPU_INT8,NPU_INT32,12,16,16,3,3,1,2,2,1,72,0.14
NPU_INT8,NPU_INT8,NPU_INT32,16,18,32,3,3,1,2,2,1,147,0.219429
NPU_INT8,NPU_INT8,NPU_INT32,16,18,64,3,3,1,2,2,1,262,0.246229
NPU_INT8,NPU_INT8,NPU_INT32,16,18,128,3,3,1,2,2,1,609,0.211862
NPU_INT8,NPU_INT8,NPU_INT32,20,24,256,3,3,1,2,2,1,2620,0.174119
NPU_INT8,NPU_INT8,NPU_INT32,20,24,512,3,3,1,2,2,1,24945,0.036576
NPU_INT8,NPU_INT8,NPU_INT32,34,42,256,3,3,1,2,2,1,6741,0.218745
NPU_INT8,NPU_INT8,NPU_INT32,34,42,512,3,3,1,2,2,1,20464,0.144113
NPU_INT8,NPU_INT8,NPU_INT32,58,66,64,3,3,1,2,2,1,3892,0.265209
NPU_INT8,NPU_INT8,NPU_INT32,58,66,128,3,3,1,2,2,1,9248,0.223225
NPU_INT8,NPU_INT8,NPU_INT32,72,88,8,3,3,1,2,2,1,956,0.226695
NPU_INT8,NPU_INT8,NPU_INT32,72,88,16,3,3,1,2,2,1,1686,0.257082
NPU_INT8,NPU_INT8,NPU_INT32,72,88,32,3,3,1,2,2,1,3143,0.275813
NPU_INT8,NPU_INT8,NPU_INT32,112,112,32,3,3,1,2,2,1,6013,0.289772
NPU_INT8,NPU_INT8,NPU_INT32,224,224,16,3,3,1,2,2,1,12360,0.287091
